gcc++,reported ID,URL,referenced ID,referenced URL,status,component,importance,keyword,version,code sample
,86074,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86074,20335,https://bugs.llvm.org/show_bug.cgi?id=20335,invalid,c++,P3,,7.3.1,"#include <string>

template <typename T>
struct SimpleAllocator
{
    template <typename U> friend struct SimpleAllocator;

    using value_type = T;
    using pointer = T *;

    struct rebind { template <typename U> using other = SimpleAllocator<U>; };

    using propagate_on_container_copy_assignment = std::true_type;
    using propagate_on_container_move_assignment = std::true_type;
    using propagate_on_container_swap = std::true_type;

    explicit SimpleAllocator(void * p) : state(p) {}

    template <typename U>
    SimpleAllocator(SimpleAllocator<U> const & rhs) : state(rhs.state) {}

    pointer allocate(std::size_t n)
    {
        return static_cast<pointer>(::operator new(sizeof(T) * n));
    }

    void deallocate(pointer p, std::size_t)
    {
        ::operator delete(p);
    }

    template <typename U, typename V>
    friend bool operator==(SimpleAllocator<U> const & lhs, SimpleAllocator<V> const & rhs)
    {
        return lhs.state == rhs.state;
    }

    template <typename U, typename V>
    friend bool operator!=(SimpleAllocator<U> const & lhs, SimpleAllocator<V> const & rhs)
    {
        return lhs.state != rhs.state;
    }

private:
    void * state;
};

using astring = std::basic_string<char, std::char_traits<char>, SimpleAllocator<char>>;

int main()
{
    int x, y;

    SimpleAllocator<void> a(&x), b(&y);

    astring s(""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"", a);
    astring t(std::move(s), b);
}
#include <string>

template <typename T>
struct SimpleAllocator
{
    template <typename U> friend struct SimpleAllocator;

    using value_type = T;
    using pointer = T *;

    struct rebind { template <typename U> using other = SimpleAllocator<U>; };

    using propagate_on_container_copy_assignment = std::true_type;
    using propagate_on_container_move_assignment = std::true_type;
    using propagate_on_container_swap = std::true_type;

    explicit SimpleAllocator(void * p) : state(p) {}

    template <typename U>
    SimpleAllocator(SimpleAllocator<U> const & rhs) : state(rhs.state) {}

    pointer allocate(std::size_t n)
    {
        return static_cast<pointer>(::operator new(sizeof(T) * n));
    }

    void deallocate(pointer p, std::size_t)
    {
        ::operator delete(p);
    }

    template <typename U, typename V>
    friend bool operator==(SimpleAllocator<U> const & lhs, SimpleAllocator<V> const & rhs)
    {
        return lhs.state == rhs.state;
    }

    template <typename U, typename V>
    friend bool operator!=(SimpleAllocator<U> const & lhs, SimpleAllocator<V> const & rhs)
    {
        return lhs.state != rhs.state;
    }

private:
    void * state;
};

using astring = std::basic_string<char, std::char_traits<char>, SimpleAllocator<char>>;

int main()
{
    int x, y;

    SimpleAllocator<void> a(&x), b(&y);

    astring s(""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"", a);
    astring t(std::move(s), b);
}
"
,86186,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86186,20092,https://bugs.llvm.org/show_bug.cgi?id=20092,invalid,c++,P3,,unknown," #include <tuple>
 #include <utility>

 namespace foo {
 struct bar { bool operator==(bar) const { return true; } };

 template <std::size_t I>
 struct hard_error { static_assert(I > 0, """"); using type = void; };

 template <std::size_t I, typename T>
 typename hard_error<I>::type get(T) {}
 }

 int main()
 {
 std::tuple<foo::bar, int> t1, t2;
 t1 == t2; // error: static_assert failed """"
 // note: in instantiation of template class 'foo::hard_error<0>'
 // note: while substituting explicitly-specified template arguments into function template 'get' 
 }"
,86226,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86226,77914,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=77914,invalid,c++,P3,,unknown,"int main() {
 auto l = []<typename>(){};
 l.operator()<void>();
 }"
,86227,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86227,39131,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=39131,invalid,c++,P3,,unknown,"#include <typeinfo>
int main() {
 typeid( 0.dd );
}"
,86300,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86300,7388,https://bugs.llvm.org/show_bug.cgi?id=7388,invalid,c++,P3,,8.0.1,"#ifndef __clang__
typedef bool _Bool;
#endif
template<class _Iter>  struct iterator_traits  {
};
template<> struct iterator_traits<_Bool>  {
};"
,86301,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86301,7079,https://bugs.llvm.org/show_bug.cgi?id=7079,invalid,c++,P3,,8.0.1,"template<typename T>
struct X1 {
 static void member() { T* x = 1; }
};

template<void(*)()> struct instantiate { };

template<typename T>
struct X2 {
 typedef instantiate<&X1<int>::member> i;
};"
,86306,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86306,22043,https://bugs.llvm.org/show_bug.cgi?id=22043,invalid,c++,P3,,8.0.1,"typedef _Atomic(int) A;
A a = A();"
,86477,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86477,16204,https://bugs.llvm.org/show_bug.cgi?id=16204,invalid,c++,P3,,8.1.0,"typedef __attribute__((ext_vector_type(4))) int vi4;
const int &r = vi4(1).x;"
,86562,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86562,16353,https://bugs.llvm.org/show_bug.cgi?id=16353,invalid,c++,P3,,9.0,"struct Foo {
 Foo() {}
 Foo(const Foo&) {}
};

void f(...);

void g() {
 Foo foo;
 f(foo);
 void (*fp)(...) = f;
 fp(foo);
}"
,86578,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86578,22042,https://bugs.llvm.org/show_bug.cgi?id=22042,invalid,c++,P3,,9.0,"template <typename T> void Fun(T A) {
 typedef int __attribute__((__aligned__(A))) T1;
 int k1[__alignof__(T1)];
}"
,86716,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86716,77767,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=77767,invalid,c++,P3,,9.0,"gcc code0.c.cpp 
code0.c.cpp:3:18: error: use of parameter outside function body before '++' token
 f (int a, int b[a++], int c, int d[c++])
                  ^~
code0.c.cpp:3:21: error: expected ')' before ',' token
 f (int a, int b[a++], int c, int d[c++])
   ~                 ^
                     )
code0.c.cpp:3:23: error: expected unqualified-id before 'int'
 f (int a, int b[a++], int c, int d[c++])
                       ^~~
"
,86720,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86720,4777,https://bugs.llvm.org/show_bug.cgi?id=4777,invalid,c,P3,,9.0,"unsigned char foo (unsigned char x)
{
 static volatile unsigned char P1OUT __asm (""0x0021"");
 unsigned char tmp = P1OUT;
 P1OUT = x;
 return tmp;
}"
,86721,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86721,13099,https://bugs.llvm.org/show_bug.cgi?id=13099,invalid,c,P3,,9.0,"void g() {
 __builtin_printf(
 u8R""abcd(%.)abcd""
 ""*d"");
}"
,86729,https://gcc.gnu.org/bugzilla/show_bug.cgi?id=86729,2103,https://bugs.llvm.org/show_bug.cgi?id=2103,invalid,c,P3,,9.0,"void a() {
 typedef float v4sf __attribute__ ((vector_size (16)));
 static v4sf q;
 float* r = &q[0];
}"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
gcc++,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
code sample,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
clang,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,u,,,
